Entity,Code,Year,share of global production|Copper|Mine|tonnes
Democratic Republic of Congo,COD,2001,0.2762409
Democratic Republic of Congo,COD,2002,0.20116912
Democratic Republic of Congo,COD,2003,0.118543476
Democratic Republic of Congo,COD,2004,0.12921768
Democratic Republic of Congo,COD,2005,0.65
Democratic Republic of Congo,COD,2006,0.9423841
Democratic Republic of Congo,COD,2007,0.93290323
Democratic Republic of Congo,COD,2008,1.5333333
Democratic Republic of Congo,COD,2009,1.870625
Democratic Republic of Congo,COD,2010,2.3496895
Democratic Republic of Congo,COD,2011,3.1006086
Democratic Republic of Congo,COD,2012,3.7122276
Democratic Republic of Congo,COD,2013,5.0109563
Democratic Republic of Congo,COD,2014,5.538328
Democratic Republic of Congo,COD,2015,5.3834558
Democratic Republic of Congo,COD,2016,4.993595
Democratic Republic of Congo,COD,2017,5.44596
Democratic Republic of Congo,COD,2018,5.947704
Democratic Republic of Congo,COD,2019,6.9626765
Democratic Republic of Congo,COD,2020,7.76699
Democratic Republic of Congo,COD,2021,8.207547
Democratic Republic of Congo,COD,2022,10.730594
Democratic Republic of Congo,COD,2023,11.363636
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0.013519231
Dominican Republic,DOM,2009,0.08085625
Dominican Republic,DOM,2010,0.06220497
Dominican Republic,DOM,2011,0.07314907
Dominican Republic,DOM,2012,0.07028144
Dominican Republic,DOM,2013,0.056407608
Dominican Republic,DOM,2014,0.0497957
Dominican Republic,DOM,2015,0.037948187
Dominican Republic,DOM,2016,0.047439024
Dominican Republic,DOM,2017,0.047850747
Dominican Republic,DOM,2018,0.04168932
Dominican Republic,DOM,2019,0.029642157
Dominican Republic,DOM,2020,0.010645631
Dominican Republic,DOM,2021,0.022518868
Dominican Republic,DOM,2022,0.024474885
East Germany,OWID_GDR,1970,0.30508474
East Germany,OWID_GDR,1971,0.25252524
East Germany,OWID_GDR,1972,0.3058104
East Germany,OWID_GDR,1973,0.2601156
East Germany,OWID_GDR,1974,0.2535211
East Germany,OWID_GDR,1975,0.24480712
East Germany,OWID_GDR,1976,0.22038567
East Germany,OWID_GDR,1977,0.22911051
East Germany,OWID_GDR,1978,0.20604396
East Germany,OWID_GDR,1979,0.1904762
East Germany,OWID_GDR,1980,0.16388889
East Germany,OWID_GDR,1981,0.15604681
East Germany,OWID_GDR,1982,0.17150396
East Germany,OWID_GDR,1983,0.15768725
East Germany,OWID_GDR,1984,0.15364917
East Germany,OWID_GDR,1985,0.15769713
East Germany,OWID_GDR,1986,0.14483628
East Germany,OWID_GDR,1987,0.13485438
East Germany,OWID_GDR,1988,0.1034289
East Germany,OWID_GDR,1989,0.08745575
East Germany,OWID_GDR,1990,0.03873913
Ecuador,ECU,1970,0.008644068
Ecuador,ECU,1971,0.009511785
Ecuador,ECU,1972,0.0066972477
Ecuador,ECU,1973,0.0043930635
Ecuador,ECU,1974,0.0025211268
Ecuador,ECU,1975,0.0035459942
Ecuador,ECU,1976,0.003677686
Ecuador,ECU,1977,0.010309973
Ecuador,ECU,1978,0.006978022
Ecuador,ECU,1979,0.009061225
Ecuador,ECU,1980,0.012819445
Ecuador,ECU,1981,0.010728219
Ecuador,ECU,2009,0.001875
Ecuador,ECU,2010,0.004347826
Ecuador,ECU,2011,0.008695652
Ecuador,ECU,2012,0.010778443
Ecuador,ECU,2013,0.025543477
Ecuador,ECU,2014,0.016129032
Ecuador,ECU,2015,0.009326424
Ecuador,ECU,2016,0.0098
Ecuador,ECU,2017,0.002039801
Ecuador,ECU,2018,0.026699029
Ecuador,ECU,2019,0.030882353
Ecuador,ECU,2020,0.24126214
Ecuador,ECU,2021,0.42075473
Ecuador,ECU,2022,0.5479452
Eritrea,ERI,2009,0
Eritrea,ERI,2010,0
Eritrea,ERI,2011,0
Eritrea,ERI,2012,0
Eritrea,ERI,2013,0.11847826
Eritrea,ERI,2014,0.47795698
Eritrea,ERI,2015,0.31917098
Eritrea,ERI,2016,0.123414636
Eritrea,ERI,2017,0.03930348
Eritrea,ERI,2018,0.08398058
Eritrea,ERI,2019,0.07847059
Eritrea,ERI,2020,0.105461165
Eritrea,ERI,2021,0.09539623
Eritrea,ERI,2022,0.07807306
Finland,FIN,1970,0.5237288
Finland,FIN,1971,0.479798
Finland,FIN,1972,0.5321101
Finland,FIN,1973,0.552211
Finland,FIN,1974,0.51643664
Finland,FIN,1975,0.56379825
Finland,FIN,1976,0.57438016
Finland,FIN,1977,0.70233154
Finland,FIN,1978,0.7155082
Finland,FIN,1979,0.6033878
Finland,FIN,1980,0.7361111
Finland,FIN,1981,0.54475945
Finland,FIN,1982,0.5506464
Finland,FIN,1983,0.50683314
Finland,FIN,1984,0.44211268
Finland,FIN,1985,0.38066334
Finland,FIN,1986,0.3458816
Finland,FIN,1987,0.26205096
Finland,FIN,1988,0.21123853
Finland,FIN,1989,0.2777323
Finland,FIN,1990,0.19002174
Finland,FIN,1991,0.17389068
Finland,FIN,1992,0.16210137
Finland,FIN,1993,0.14390938
Finland,FIN,1994,0.1394
Finland,FIN,1995,0.09049
Finland,FIN,1996,0.08419091
Finland,FIN,1997,0.073913045
Finland,FIN,1998,0.0785124
Finland,FIN,1999,0.08203125
Finland,FIN,2000,0.08646616
Finland,FIN,2001,0.084671535
Finland,FIN,2002,0.105882354
Finland,FIN,2003,0.10797101
Finland,FIN,2004,0.105442174
Finland,FIN,2005,0.1
Finland,FIN,2006,0.08609272
Finland,FIN,2007,0.087741934
Finland,FIN,2008,0.08525641
Finland,FIN,2009,0.09125
Finland,FIN,2010,0.09130435
Finland,FIN,2011,0.08695652
Finland,FIN,2012,0.15237126
Finland,FIN,2013,0.21066847
Finland,FIN,2014,0.23005377
Finland,FIN,2015,0.21287565
Finland,FIN,2016,0.23164879
Finland,FIN,2017,0.264398
Finland,FIN,2018,0.22696602
Finland,FIN,2019,0.1597647
Finland,FIN,2020,0.17230096
Finland,FIN,2021,0.15102358
Finland,FIN,2022,0.12581278
France,FRA,1970,0.004237288
France,FRA,1971,0.004175084
France,FRA,1972,0.0072171255
France,FRA,1973,0.005982659
France,FRA,1974,0.0055211266
France,FRA,1975,0.0027151336
France,FRA,1976,0.0025895317
France,FRA,1977,0.0017250674
France,FRA,1978,0.0027472528
France,FRA,1979,0.005442177
France,FRA,1980,0.0013888889
France,FRA,1981,0.0012743823
France,FRA,1982,0.0018073879
France,FRA,1983,0.003994744
France,FRA,1984,0.0039692703
France,FRA,1985,0.003166458
France,FRA,1986,0.0037027707
France,FRA,1987,0.0035315533
France,FRA,1988,0.005837156
France,FRA,1989,0.011360619
France,FRA,1990,0.00525
France,FRA,1991,0.003987138
Georgia,GEO,1992,0.06335797
Georgia,GEO,1993,0.052687038
Georgia,GEO,1994,0.024210526
Georgia,GEO,1995,0.058
Georgia,GEO,1996,0.06272727
Georgia,GEO,1997,0.034782607
Georgia,GEO,1998,0.020661157
Georgia,GEO,1999,0.0078125
Georgia,GEO,2000,0.067669176
Georgia,GEO,2001,0.08394161
Georgia,GEO,2002,0.09558824
Georgia,GEO,2003,0.10652174
Georgia,GEO,2004,0.08163265
Georgia,GEO,2005,0.06333333
Georgia,GEO,2006,0.09668874
Georgia,GEO,2007,0.07290322
Georgia,GEO,2008,0.119871795
Georgia,GEO,2009,0.10375
Georgia,GEO,2010,0.06583851
Georgia,GEO,2011,0.062111802
Georgia,GEO,2012,0.040718563
Georgia,GEO,2013,0.054347824
Georgia,GEO,2014,0.03655914
Georgia,GEO,2015,0.06735751
Georgia,GEO,2016,0.068292685
Georgia,GEO,2017,0.07462686
Georgia,GEO,2018,0.07623301
Georgia,GEO,2019,0.04679902
Georgia,GEO,2020,0.03898544
Georgia,GEO,2021,0.038429245
Georgia,GEO,2022,0.02905936
Germany,DEU,1991,0
Germany,DEU,2020,0
Germany,DEU,2021,0
Germany,DEU,2022,0
Germany,DEU,2023,0
Greece,GRC,1974,0.02112676
Greece,GRC,1975,0.03709199
Greece,GRC,1976,0.035812672
Greece,GRC,1977,0.047169812
Greece,GRC,1978,0.020604396
Greece,GRC,1979,0
Greece,GRC,1980,0.0013888889
Greece,GRC,1981,0.0013003901
Greece,GRC,1982,0.0013192613
Greece,GRC,1983,0.0026281208
Greece,GRC,1984,0.0038412292
Greece,GRC,1985,0.0037546933
Greece,GRC,1986,0.0037783375
Greece,GRC,1987,0.012135922
Guatemala,GTM,1972,0
Guatemala,GTM,1973,0
Guatemala,GTM,1974,0.02253521
Guatemala,GTM,1975,0.048961423
Guatemala,GTM,1976,0.048209365
Guatemala,GTM,1977,0.03369272
Guatemala,GTM,1978,0.027788462
Guatemala,GTM,1979,0.024367347
Guatemala,GTM,1980,0.011291667
Guatemala,GTM,1981,0.009440832
Haiti,HTI,1970,0.08216949
Haiti,HTI,1971,0.10942761
Honduras,HND,1975,0.002967359
Honduras,HND,1976,0.005013774
Honduras,HND,1977,0.0072102426
Honduras,HND,1978,0.005865385
Honduras,HND,1979,0.0039183674
Honduras,HND,1980,0.003736111
Honduras,HND,1981,0.005903771
Honduras,HND,1982,0.01
Honduras,HND,1983,0.008541393
Honduras,HND,1984,0.034827143
Honduras,HND,1985,0.04166458
Honduras,HND,1986,0.0053400504
Honduras,HND,1987,0.0037135922
Honduras,HND,1988,0.0061697247
Honduras,HND,1989,0.002699115
Honduras,HND,1990,0.015086956
Honduras,HND,1991,0.010718114
Honduras,HND,1992,0.01689546
Honduras,HND,1993,0.010537407
Honduras,HND,1994,0.005263158
Hungary,HUN,1975,0.005934718
Hungary,HUN,1976,0.0036088154
Hungary,HUN,1977,0.004097035
Hungary,HUN,1978,0.0027884615
Hungary,HUN,1979,0.0015782313
India,IND,1970,0.16440678
India,IND,1971,0.18680134
India,IND,1972,0.23958716
India,IND,1973,0.22810693
India,IND,1974,0.28812677
India,IND,1975,0.37321958
India,IND,1976,0.34986225
India,IND,1977,0.39098382
India,IND,1978,0.36593407
India,IND,1979,0.37710205
India,IND,1980,0.3724861
India,IND,1981,0.32769832
India,IND,1982,0.3166227
India,IND,1983,0.5755585
India,IND,1984,0.6017926
India,IND,1985,0.6007509
India,IND,1986,0.6191436
India,IND,1987,0.65637136
India,IND,1988,0.590172
India,IND,1989,0.5900664
India,IND,1990,0.5605
India,IND,1991,0.54051447
India,IND,1992,0.5178036
India,IND,1993,0.52071655
India,IND,1994,0.48362106
India,IND,1995,0.466
India,IND,1996,0.43454546
India,IND,1997,0.32347825
India,IND,1998,0.3966942
India,IND,1999,0.2771797
India,IND,2000,0.2820376
India,IND,2001,0.27866423
India,IND,2002,0.24102941
India,IND,2003,0.21397826
India,IND,2004,0.20457143
India,IND,2005,0.19093333
India,IND,2006,0.19901325
India,IND,2007,0.21113548
India,IND,2008,0.1956923
India,IND,2009,0.17806876
India,IND,2010,0.19737889
India,IND,2011,0.19487578
India,IND,2012,0.17533533
India,IND,2013,0.1749674
India,IND,2014,0.13381183
India,IND,2015,0.1683575
India,IND,2016,0.1487805
India,IND,2017,0.15820895
India,IND,2018,0.16553397
India,IND,2019,0.13725491
India,IND,2020,0.12529126
India,IND,2021,0.12812735
India,IND,2022,0.11874429
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0.0764526
Indonesia,IDN,1973,0.5476879
Indonesia,IDN,1974,0.9098592
Indonesia,IDN,1975,0.9421365
Indonesia,IDN,1976,0.95179063
Indonesia,IDN,1977,0.7695418
Indonesia,IDN,1978,0.7967033
Indonesia,IDN,1979,0.8190204
Indonesia,IDN,1980,0.81930554
Indonesia,IDN,1981,0.813394
Indonesia,IDN,1982,0.9912401
Indonesia,IDN,1983,1.0329566
Indonesia,IDN,1984,1.096274
Indonesia,IDN,1985,1.1107634
Indonesia,IDN,1986,1.2656171
Indonesia,IDN,1987,1.2784709
Indonesia,IDN,1988,1.4472477
Indonesia,IDN,1989,1.49375
Indonesia,IDN,1990,1.7648479
Indonesia,IDN,1991,2.8660343
Indonesia,IDN,1992,3.8994825
Indonesia,IDN,1993,3.9831402
Indonesia,IDN,1994,4.568421
Indonesia,IDN,1995,6.18
Indonesia,IDN,1996,4.780909
Indonesia,IDN,1997,4.767826
Indonesia,IDN,1998,6.6867766
Indonesia,IDN,1999,5.985156
Indonesia,IDN,2000,7.6090226
Indonesia,IDN,2001,7.6547446
Indonesia,IDN,2002,8.615632
Indonesia,IDN,2003,7.288674
Indonesia,IDN,2004,5.716449
Indonesia,IDN,2005,7.0923266
Indonesia,IDN,2006,5.4158673
Indonesia,IDN,2007,5.141284
Indonesia,IDN,2008,4.167308
Indonesia,IDN,2009,6.221875
Indonesia,IDN,2010,5.3658385
Indonesia,IDN,2011,3.3434782
Indonesia,IDN,2012,2.3838322
Indonesia,IDN,2013,2.7679348
Indonesia,IDN,2014,2.0349462
Indonesia,IDN,2015,2.9979274
Indonesia,IDN,2016,3.5512195
Indonesia,IDN,2017,3.0946767
Indonesia,IDN,2018,3.1608543
Indonesia,IDN,2019,1.7205882
Indonesia,IDN,2020,2.4514563
Indonesia,IDN,2021,3.4481132
Indonesia,IDN,2022,4.2968035
Indonesia,IDN,2023,3.8181818
Iran,IRN,1974,0.056338027
Iran,IRN,1975,0.059347183
Iran,IRN,1976,0.08264463
Iran,IRN,1977,0.08086254
Iran,IRN,1978,0.082417585
Iran,IRN,1979,0.040816326
Iran,IRN,1980,0.013888889
Iran,IRN,1981,0.026007803
Iran,IRN,1982,0.5672823
Iran,IRN,1983,0.7568988
Iran,IRN,1984,0.55441743
Iran,IRN,1985,0.5006258
Iran,IRN,1986,0.6297229
Iran,IRN,1987,0.4854369
Iran,IRN,1988,0.58142203
Iran,IRN,1989,0.7522124
Iran,IRN,1990,0.7282609
Iran,IRN,1991,0.96355844
Iran,IRN,1992,1.1087645
Iran,IRN,1993,0.91253954
Iran,IRN,1994,1.2410526
Iran,IRN,1995,1.022
Iran,IRN,1996,0.97818184
Iran,IRN,1997,1.0321739
Iran,IRN,1998,1.0603306
Iran,IRN,1999,1.015625
Iran,IRN,2000,1.1067669
Iran,IRN,2001,1.0678833
Iran,IRN,2002,1.0345588
Iran,IRN,2003,1.0586957
Iran,IRN,2004,1.0408163
Iran,IRN,2005,0.9993333
Iran,IRN,2006,1.4317881
Iran,IRN,2007,1.5754839
Iran,IRN,2008,1.5903846
Iran,IRN,2009,1.640625
Iran,IRN,2010,1.59441
Iran,IRN,2011,1.6080745
Iran,IRN,2012,1.4700599
Iran,IRN,2013,1.211413
Iran,IRN,2014,1.1655914
Iran,IRN,2015,1.3316063
Iran,IRN,2016,1.3756098
Iran,IRN,2017,1.4707513
Iran,IRN,2018,1.5048543
Iran,IRN,2019,1.5196079
Iran,IRN,2020,1.5291262
Iran,IRN,2021,1.490566
Iran,IRN,2022,1.5716895
Ireland,IRL,1970,0.14035593
Ireland,IRL,1971,0.19865319
Ireland,IRL,1972,0.20880733
Ireland,IRL,1973,0.188526
Ireland,IRL,1974,0.17887324
Ireland,IRL,1975,0.14597923
Ireland,IRL,1976,0.056432508
Ireland,IRL,1977,0.065080866
Ireland,IRL,1978,0.06456044
Ireland,IRL,1979,0.06802721
Ireland,IRL,1980,0.055555556
Ireland,IRL,1981,0.044213265
Ireland,IRL,1982,0.02075198
Israel,ISR,1970,0.18623729
Israel,ISR,1971,0.18013468
Israel,ISR,1972,0.17087156
Israel,ISR,1973,0.14689307
Israel,ISR,1974,0.1336338
Israel,ISR,1975,0.11921365
Israel,ISR,1976,0.02892562
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0.0055555557
Israel,ISR,1981,0.057217166
Israel,ISR,1982,0.05408971
Italy,ITA,1970,0.03898305
Italy,ITA,1971,0.025925925
Italy,ITA,1972,0.016039755
Italy,ITA,1973,0.012398844
Italy,ITA,1974,0.0126760565
Italy,ITA,1975,0.011869436
Italy,ITA,1976,0.013774104
Italy,ITA,1977,0.009433962
Italy,ITA,1978,0.007293956
Italy,ITA,1979,0.006653061
Italy,ITA,1980,0.008388889
Italy,ITA,1981,0.010026008
Italy,ITA,1982,0.0018205805
Italy,ITA,1983,0.020446781
Italy,ITA,1984,0.011216389
Italy,ITA,1985,0.0015894868
Italy,ITA,1986,0
Japan,JPN,1970,2.025644
Japan,JPN,1971,2.029478
Japan,JPN,1972,1.7142813
Japan,JPN,1973,1.3190751
Japan,JPN,1974,1.156831
Japan,JPN,1975,1.2557715
Japan,JPN,1976,1.1240495
Japan,JPN,1977,1.0969677
Japan,JPN,1978,0.98833793
Japan,JPN,1979,0.8157823
Japan,JPN,1980,0.7299028
Japan,JPN,1981,0.66986996
Japan,JPN,1982,0.66831136
Japan,JPN,1983,0.60505915
Japan,JPN,1984,0.55453265
Japan,JPN,1985,0.54077595
Japan,JPN,1986,0.43989924
Japan,JPN,1987,0.28904125
Japan,JPN,1988,0.19112386
Japan,JPN,1989,0.16205752
Japan,JPN,1990,0.14051087
Japan,JPN,1991,0.13304394
Japan,JPN,1992,0.12749736
Japan,JPN,1993,0.10829294
Japan,JPN,1994,0.063610524
Japan,JPN,1995,0.02376
Japan,JPN,1996,0.010409091
Japan,JPN,1997,0.008104348
Japan,JPN,1998,0.008842975
Japan,JPN,1999,0.0067734374
Japan,JPN,2000,0.009105263
Japan,JPN,2001,0.005430657
Japan,JPN,2002,0.011169118
Japan,JPN,2003,0.007246377
Japan,JPN,2004,0.006802721
Japan,JPN,2005,0.006666667
Japan,JPN,2006,0.001986755
Japan,JPN,2020,0
Japan,JPN,2021,0
Japan,JPN,2022,0
Japan,JPN,2023,0
Kazakhstan,KAZ,1992,3.062302
Kazakhstan,KAZ,1993,2.776491
Kazakhstan,KAZ,1994,2.2678316
Kazakhstan,KAZ,1995,2.326
Kazakhstan,KAZ,1996,2.2745454
Kazakhstan,KAZ,1997,2.747826
Kazakhstan,KAZ,1998,2.798347
Kazakhstan,KAZ,1999,2.9179688
Kazakhstan,KAZ,2000,3.2345865
Kazakhstan,KAZ,2001,3.4270072
Kazakhstan,KAZ,2002,3.4830883
Kazakhstan,KAZ,2003,3.5108695
Kazakhstan,KAZ,2004,3.1414967
Kazakhstan,KAZ,2005,2.678
Kazakhstan,KAZ,2006,2.955629
Kazakhstan,KAZ,2007,2.864516
Kazakhstan,KAZ,2008,2.9935896
Kazakhstan,KAZ,2009,2.538125
Kazakhstan,KAZ,2010,2.363975
Kazakhstan,KAZ,2011,2.5173912
Kazakhstan,KAZ,2012,2.5556886
Kazakhstan,KAZ,2013,2.4695652
Kazakhstan,KAZ,2014,2.5360215
Kazakhstan,KAZ,2015,2.453886
Kazakhstan,KAZ,2016,2.3160975
Kazakhstan,KAZ,2017,2.7751243
Kazakhstan,KAZ,2018,3.0849514
Kazakhstan,KAZ,2019,2.755392
Kazakhstan,KAZ,2020,2.6796117
Kazakhstan,KAZ,2021,2.4056604
Kazakhstan,KAZ,2022,2.7077625
Kazakhstan,KAZ,2023,2.7272727
Kenya,KEN,1970,0.0013389831
Kenya,KEN,1971,0.0012289563
Kenya,KEN,1972,0.0011009175
Kenya,KEN,1973,0.0010115607
Kenya,KEN,1974,0.0009859155
Kenya,KEN,1975,0.0010385757
Kyrgyzstan,KGZ,2010,0
Kyrgyzstan,KGZ,2011,0
Kyrgyzstan,KGZ,2012,0
Kyrgyzstan,KGZ,2013,0
Kyrgyzstan,KGZ,2014,0.0037634408
Kyrgyzstan,KGZ,2015,0.016062176
Kyrgyzstan,KGZ,2016,0.04
Kyrgyzstan,KGZ,2017,0.03731343
Kyrgyzstan,KGZ,2018,0.034951456
Kyrgyzstan,KGZ,2019,0.034313727
Kyrgyzstan,KGZ,2020,0.024757281
Kyrgyzstan,KGZ,2021,0.031132076
Kyrgyzstan,KGZ,2022,0.034246575
Laos,LAO,2001,0
Laos,LAO,2002,0
Laos,LAO,2003,0
Laos,LAO,2004,0.011564625
Laos,LAO,2005,0.2032
Laos,LAO,2006,0.40266886
Laos,LAO,2007,0.40349033
Laos,LAO,2008,0.57053846
Laos,LAO,2009,0.75988126
Laos,LAO,2010,0.8201677
Laos,LAO,2011,0.8618385
Laos,LAO,2012,0.8956886
Laos,LAO,2013,0.8419294
Laos,LAO,2014,0.85858065
Laos,LAO,2015,0.8689223
Laos,LAO,2016,0.86799514
Laos,LAO,2017,0.76270646
Laos,LAO,2018,0.75217474
Laos,LAO,2019,0.6908578
Laos,LAO,2020,0.4279757
Laos,LAO,2021,0.18089151
Laos,LAO,2022,0.19984475
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0.05637982
Malaysia,MYS,1976,0.2506887
Malaysia,MYS,1977,0.32345015
Malaysia,MYS,1978,0.35714287
Malaysia,MYS,1979,0.3335238
Malaysia,MYS,1980,0.37486112
Malaysia,MYS,1981,0.37245774
Malaysia,MYS,1982,0.40773088
Malaysia,MYS,1983,0.38286465
Malaysia,MYS,1984,0.3750064
Malaysia,MYS,1985,0.38180226
Malaysia,MYS,1986,0.35643578
Malaysia,MYS,1987,0.3623908
Malaysia,MYS,1988,0.25245413
Malaysia,MYS,1989,0.26067477
Malaysia,MYS,1990,0.2644239
Malaysia,MYS,1991,0.27418005
Malaysia,MYS,1992,0.30154172
Malaysia,MYS,1993,0.265353
Malaysia,MYS,1994,0.2659684
Malaysia,MYS,1995,0.20751
Malaysia,MYS,1996,0.18380909
Malaysia,MYS,1997,0.16366087
Malaysia,MYS,1998,0.114933886
Malaysia,MYS,1999,0.0359375
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0.0015
Mauritania,MRT,1970,0.033050846
Mauritania,MRT,1971,0.07979798
Mauritania,MRT,1972,0.23013762
Mauritania,MRT,1973,0.3074711
Mauritania,MRT,1974,0.28280282
Mauritania,MRT,1975,0.09765579
Mauritania,MRT,1976,0.13774104
Mauritania,MRT,1977,0.10296496
Mauritania,MRT,1978,0.024354396
Mauritania,MRT,2006,0.033317883
Mauritania,MRT,2007,0.18551613
Mauritania,MRT,2008,0.2120064
Mauritania,MRT,2009,0.2288
Mauritania,MRT,2010,0.22962111
Mauritania,MRT,2011,0.21913664
Mauritania,MRT,2012,0.22556886
Mauritania,MRT,2013,0.2063587
Mauritania,MRT,2014,0.17784409
Mauritania,MRT,2015,0.2331658
Mauritania,MRT,2016,0.16009755
Mauritania,MRT,2017,0.14323881
Mauritania,MRT,2018,0.13659224
Mauritania,MRT,2019,0.14519608
Mauritania,MRT,2020,0.13830583
Mauritania,MRT,2021,0.088891506
Mauritania,MRT,2022,0.060789954
Mexico,MEX,1970,1.0341017
Mexico,MEX,1971,1.0631313
Mexico,MEX,1972,1.2036697
Mexico,MEX,1973,1.1633092
Mexico,MEX,1974,1.1643662
Mexico,MEX,1975,1.1601781
Mexico,MEX,1976,1.2254821
Mexico,MEX,1977,1.2083827
Mexico,MEX,1978,1.1976099
Mexico,MEX,1979,1.4572653
Mexico,MEX,1980,2.4360971
Mexico,MEX,1981,2.996957
Mexico,MEX,1982,3.154235
Mexico,MEX,1983,2.7077792
Mexico,MEX,1984,2.4213955
Mexico,MEX,1985,2.1023405
Mexico,MEX,1986,2.1984634
Mexico,MEX,1987,2.798216
Mexico,MEX,1988,3.0775115
Mexico,MEX,1989,2.758053
Mexico,MEX,1990,3.2466848
Mexico,MEX,1991,3.0458093
Mexico,MEX,1992,2.9465892
Mexico,MEX,1993,3.2032561
Mexico,MEX,1994,3.2156527
Mexico,MEX,1995,3.33565
Mexico,MEX,1996,3.0973637
Mexico,MEX,1997,3.395965
Mexico,MEX,1998,3.1788511
Mexico,MEX,1999,2.978
Mexico,MEX,2000,2.7410977
Mexico,MEX,2001,2.708927
Mexico,MEX,2002,2.4233382
Mexico,MEX,2003,2.5771956
Mexico,MEX,2004,2.7587688
Mexico,MEX,2005,2.86028
Mexico,MEX,2006,2.2127748
Mexico,MEX,2007,2.1775935
Mexico,MEX,2008,1.5807244
Mexico,MEX,2009,1.50405
Mexico,MEX,2010,1.6778634
Mexico,MEX,2011,2.75541
Mexico,MEX,2012,2.9956586
Mexico,MEX,2013,2.6093695
Mexico,MEX,2014,2.7689517
Mexico,MEX,2015,3.080057
Mexico,MEX,2016,3.7372146
Mexico,MEX,2017,3.6927662
Mexico,MEX,2018,3.3814564
Mexico,MEX,2019,3.498549
Mexico,MEX,2020,3.5582523
Mexico,MEX,2021,3.462264
Mexico,MEX,2022,3.4429224
Mexico,MEX,2023,3.409091
Mongolia,MNG,1978,0.054945055
Mongolia,MNG,1979,0.2952381
Mongolia,MNG,1980,0.6111111
Mongolia,MNG,1981,0.9336801
Mongolia,MNG,1982,1.2532982
Mongolia,MNG,1983,1.2483574
Mongolia,MNG,1984,1.2804097
Mongolia,MNG,1985,1.2515645
Mongolia,MNG,1986,1.515592
Mongolia,MNG,1987,1.4677185
Mongolia,MNG,1988,1.3944266
Mongolia,MNG,1989,1.3651549
Mongolia,MNG,1990,1.346663
Mongolia,MNG,1991,0.96570206
Mongolia,MNG,1992,1.1098205
Mongolia,MNG,1993,1.232982
Mongolia,MNG,1994,1.2648422
Mongolia,MNG,1995,1.219
Mongolia,MNG,1996,1.1
Mongolia,MNG,1997,1.1304348
Mongolia,MNG,1998,1.0560662
Mongolia,MNG,1999,1.0016407
Mongolia,MNG,2000,0.94637597
Mongolia,MNG,2001,0.97445256
Mongolia,MNG,2002,0.96838236
Mongolia,MNG,2003,0.9442029
Mongolia,MNG,2004,0.8996599
Mongolia,MNG,2005,0.85973334
Mongolia,MNG,2006,0.8746689
Mongolia,MNG,2007,0.85525805
Mongolia,MNG,2008,0.83076924
Mongolia,MNG,2009,0.826875
Mongolia,MNG,2010,0.7925466
Mongolia,MNG,2011,0.77018636
Mongolia,MNG,2012,0.7419162
Mongolia,MNG,2013,1.0271739
Mongolia,MNG,2014,1.3602151
Mongolia,MNG,2015,1.6492229
Mongolia,MNG,2016,1.637561
Mongolia,MNG,2017,2.2943285
Mongolia,MNG,2018,2.2270875
Mongolia,MNG,2019,2.1662254
Mongolia,MNG,2020,2.1691506
Mongolia,MNG,2021,2.1896462
Mongolia,MNG,2022,1.9015069
Morocco,MAR,1970,0.05376271
Morocco,MAR,1971,0.04368687
Morocco,MAR,1972,0.05857798
Morocco,MAR,1973,0.059956647
Morocco,MAR,1974,0.06577465
Morocco,MAR,1975,0.068249255
Morocco,MAR,1976,0.060606062
Morocco,MAR,1977,0.04541779
Morocco,MAR,1978,0.059065934
Morocco,MAR,1979,0.11201361
Morocco,MAR,1980,0.09844445
Morocco,MAR,1981,0.0879974
Morocco,MAR,1982,0.2733905
Morocco,MAR,1983,0.3013929
Morocco,MAR,1984,0.2737516
Morocco,MAR,1985,0.24628286
Morocco,MAR,1986,0.23424433
Morocco,MAR,1987,0.1692233
Morocco,MAR,1988,0.15169725
Morocco,MAR,1989,0.16202433
Morocco,MAR,1990,0.15109782
Morocco,MAR,1991,0.1693462
Morocco,MAR,1992,0.15118268
Morocco,MAR,1993,0.15068494
Morocco,MAR,1994,0.14105263
Morocco,MAR,1995,0.136
Morocco,MAR,1996,0.13727273
Morocco,MAR,1997,0.13391304
Morocco,MAR,1998,0.08842975
Morocco,MAR,1999,0.05564844
Morocco,MAR,2000,0.049082708
Morocco,MAR,2001,0.03910219
Morocco,MAR,2002,0.03672059
Morocco,MAR,2003,0.034913044
Morocco,MAR,2004,0.019727891
Morocco,MAR,2005,0.021333333
Morocco,MAR,2006,0.030463576
Morocco,MAR,2007,0.03607742
Morocco,MAR,2008,0.03800641
Morocco,MAR,2009,0.0739375
Morocco,MAR,2010,0.093080744
Morocco,MAR,2011,0.07500621
Morocco,MAR,2012,0.088323355
Morocco,MAR,2013,0.06290761
Morocco,MAR,2014,0.08913441
Morocco,MAR,2015,0.13937823
